name,Country,Region,Municipality,latitude,longitude
Sydney / J.A. Douglas McCurdy Airport,CA,CA-NS,Sydney,45.1960403,-63.1653789
Quesnel Airport,CA,CA-BC,Quesnel,55.001251,-125.002441
Rae Lakes Airport,CA,CA-NT,GamÃƒÂ¨tÃƒÂ¬,65.0000004,-118
Resolute Bay Airport,CA,CA-NU,Resolute Bay,65.0377727,-92.5540791
RiviÃƒÂ¨re-du-Loup Airport,CA,CA-QC,RiviÃƒÂ¨re-du-Loup,52.4760892,-71.8258668
Roberval Airport,CA,CA-QC,Roberval,52.4760892,-71.8258668
Red Lake Airport,CA,CA-ON,Red Lake,50.000678,-86.000977
Ottawa / Rockcliffe Airport,CA,CA-ON,Ottawa,50.000678,-86.000977
Ottawa / Carp Airport,CA,CA-ON,Ottawa,50.000678,-86.000977
Trois-RiviÃƒÂ¨res Airport,CA,CA-QC,Trois-RiviÃƒÂ¨res,52.4760892,-71.8258668
Red Sucker Lake Airport,CA,CA-MB,Red Sucker Lake,55.001251,-97.001038
Rankin Inlet Airport,CA,CA-NU,Rankin Inlet,65.0377727,-92.5540791
Revelstoke Airport,CA,CA-BC,Revelstoke,55.001251,-125.002441
Sudbury Airport,CA,CA-ON,Sudbury,50.000678,-86.000977
Sherbrooke Airport,CA,CA-QC,Sherbrooke,52.4760892,-71.8258668
Stony Rapids Airport,CA,CA-SK,Stony Rapids,55.5321257,-106.1412243
St Georges Airport,CA,CA-QC,St Georges,52.4760892,-71.8258668
Smiths Falls-Montague (Russ Beach) Airport,CA,CA-ON,Smiths Falls,50.000678,-86.000977
Saint John Airport,CA,CA-NB,Saint John,46.500283,-66.750183
Sanikiluaq Airport,CA,CA-NU,Sanikiluaq,65.0377727,-92.5540791
St Leonard Airport,CA,CA-NB,St Leonard,46.500283,-66.750183
Fort Smith Airport,CA,CA-NT,Fort Smith,65.0000004,-118
Niagara District Airport,CA,CA-ON,St Catharines,50.000678,-86.000977
Marathon Airport,CA,CA-ON,Marathon,50.000678,-86.000977
St. Theresa Point Airport,CA,CA-MB,St. Theresa Point,55.001251,-97.001038
Summerside Airport,CA,CA-PE,Summerside,46.3355508,-63.1466676
Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,CA,CA-NT,Sachs Harbour,65.0000004,-118
Pembroke Airport,CA,CA-ON,Pembroke,50.000678,-86.000977
Cape Dorset Airport,CA,CA-NU,Cape Dorset,65.0377727,-92.5540791
Alma Airport,CA,CA-QC,Alma,52.4760892,-71.8258668
Thompson Airport,CA,CA-MB,Thompson,55.001251,-97.001038
Big Trout Lake Airport,CA,CA-ON,Big Trout Lake,50.000678,-86.000977
Tasiujaq Airport,CA,CA-QC,Tasiujaq,52.4760892,-71.8258668
CFB Trenton,CA,CA-ON,Trenton,50.000678,-86.000977
Timmins/Victor M. Power,CA,CA-ON,Timmins,50.000678,-86.000977
Billy Bishop Toronto City Centre Airport,CA,CA-ON,Toronto,50.000678,-86.000977
Tuktoyaktuk Airport,CA,CA-NT,Tuktoyaktuk,,
Montreal / Pierre Elliott Trudeau International Airport,CA,CA-QC,MontrÃƒÂ©al,,
Naujaat Airport,CA,CA-NU,Repulse Bay,,
Hall Beach Airport,CA,CA-NU,Hall Beach,,
Rouyn Noranda Airport,CA,CA-QC,Rouyn-Noranda,,
Bonaventure Airport,CA,CA-QC,Bonaventure,,
La Ronge Airport,CA,CA-SK,La Ronge,,
Virden/R.J. (Bob) Andrew Field Regional Aerodrome,CA,CA-MB,Virden,,
Vernon Airport,CA,CA-BC,Vernon,55.001251,-125.002441
Qikiqtarjuaq Airport,CA,CA-NU,Qikiqtarjuaq,65.0377727,-92.5540791
Val-d'Or Airport,CA,CA-QC,Val-d'Or,52.4760892,-71.8258668
Kuujjuaq Airport,CA,CA-QC,Kuujjuaq,52.4760892,-71.8258668
Norman Wells Airport,CA,CA-NT,Norman Wells,65.0000004,-118
Vancouver International Airport,CA,CA-BC,Vancouver,55.001251,-125.002441
Wiarton Airport,CA,CA-ON,Wiarton,50.000678,-86.000977
Deer Lake Airport,CA,CA-ON,Deer Lake,,
Petawawa Airport,CA,CA-ON,Petawawa,,
Winnipeg / James Armstrong Richardson International Airport,CA,CA-MB,Winnipeg,55.001251,-97.001038
DÃƒÂ©line Airport,CA,CA-NT,DÃƒÂ©line,,
Wabush Airport,CA,CA-NL,Wabush,,
Williams Lake Airport,CA,CA-BC,Williams Lake,55.001251,-125.002441
Webequie Airport,CA,CA-ON,Webequie,50.000678,-86.000977
Wrigley Airport,CA,CA-NT,Wrigley,65.0000004,-118
Cranbrook/Canadian Rockies International Airport,CA,CA-BC,Cranbrook,55.001251,-125.002441
Saskatoon John G. Diefenbaker International Airport,CA,CA-SK,Saskatoon,,
Medicine Hat Airport,CA,CA-AB,Medicine Hat,55.001251,-115.002136
Fort St John Airport,CA,CA-BC,Fort St.John,55.001251,-125.002441
Rimouski Airport,CA,CA-QC,Rimouski,,
Sioux Lookout Airport,CA,CA-ON,Sioux Lookout,,
Whale Cove Airport,CA,CA-NU,Whale Cove,,
Pangnirtung Airport,CA,CA-NU,Pangnirtung,65.0377727,-92.5540791
Beaver Creek Airport,CA,CA-YT,Beaver Creek,,
Earlton (Timiskaming Regional) Airport,CA,CA-ON,Earlton,,
Prince George Airport,CA,CA-BC,Prince George,,
Northwest Regional Airport Terrace-Kitimat,CA,CA-BC,Terrace,,
London Airport,CA,CA-ON,London,,
Abbotsford Airport,CA,CA-BC,Abbotsford,55.001251,-125.002441
Whitehorse / Erik Nielsen International Airport,CA,CA-YT,Whitehorse,63.000147,-136.002502
Wawa Airport,CA,CA-ON,Wawa,50.000678,-86.000977
North Bay Jack Garland Airport,CA,CA-ON,North Bay,50.000678,-86.000977
Calgary International Airport,CA,CA-AB,Calgary,55.001251,-115.002136
Smithers Airport,CA,CA-BC,Smithers,,
Fort Nelson Airport,CA,CA-BC,Fort Nelson,,
Penticton Airport,CA,CA-BC,Penticton,,
Charlottetown Airport,CA,CA-PE,Charlottetown,,
Taloyoak Airport,CA,CA-NU,Taloyoak,,
Victoria International Airport,CA,CA-BC,Victoria,,
Lynn Lake Airport,CA,CA-MB,Lynn Lake,,
Swift Current Airport,CA,CA-SK,Swift Current,,
Churchill Airport,CA,CA-MB,Churchill,,
Goose Bay Airport,CA,CA-NL,Goose Bay,,
St. John's International Airport,CA,CA-NL,St. John's,,
Kapuskasing Airport,CA,CA-ON,Kapuskasing,,
Armstrong Airport,CA,CA-ON,Armstrong,,
Mont Joli Airport,CA,CA-QC,Mont-Joli,52.4760892,-71.8258668
Lester B. Pearson International Airport,CA,CA-ON,Toronto,50.000678,-86.000977
Downsview Airport,CA,CA-ON,Toronto,50.000678,-86.000977
Gore Bay Manitoulin Airport,CA,CA-ON,Gore Bay,50.000678,-86.000977
Yellowknife Airport,CA,CA-NT,Yellowknife,65.0000004,-118
Salluit Airport,CA,CA-QC,Salluit,52.4760892,-71.8258668
Slave Lake Airport,CA,CA-AB,Slave Lake,55.001251,-115.002136
Sandspit Airport,CA,CA-BC,Sandspit,55.001251,-125.002441
Chris Hadfield Airport,CA,CA-ON,Sarnia,50.000678,-86.000977
Coral Harbour Airport,CA,CA-NU,Coral Harbour,65.0377727,-92.5540791
Port Hardy Airport,CA,CA-BC,Port Hardy,55.001251,-125.002441
Whitecourt Airport,CA,CA-AB,Whitecourt,,
Sept-ÃƒÂŽles Airport,CA,CA-QC,Sept-ÃƒÂŽles,52.4760892,-71.8258668
Teslin Airport,CA,CA-YT,Teslin,63.000147,-136.002502
CFB Greenwood,CA,CA-NS,Greenwood,,
Mackenzie Airport,CA,CA-BC,Mackenzie,55.001251,-125.002441
York Landing Airport,CA,CA-MB,York Landing,,
Shuswap Regional Airport,CA,CA-BC,Salmon Arm,55.001251,-125.002441
Boundary Bay Airport,CA,CA-BC,Vancouver,,
Ilford Airport,CA,CA-MB,Ilford,,
Bathurst Airport,CA,CA-NB,Bathurst,46.500283,-66.750183
Bromont (Roland Desourdy) Airport,CA,CA-QC,Bromont,52.4760892,-71.8258668
Kelsey Airport,CA,CA-MB,Kelsey,55.001251,-97.001038
Eastmain River Airport,CA,CA-QC,Eastmain River,52.4760892,-71.8258668
Faro Airport,CA,CA-YT,Faro,63.000147,-136.002502
Fond-Du-Lac Airport,CA,CA-SK,Fond-Du-Lac,,
Pukatawagan Airport,CA,CA-MB,Pukatawagan,55.001251,-97.001038
Fort Mcpherson Airport,CA,CA-NT,Fort Mcpherson,65.0000004,-118
Tulita Airport,CA,CA-NT,Tulita,65.0000004,-118
Grand Forks Airport,CA,CA-BC,Grand Forks,55.001251,-125.002441
Gods River Airport,CA,CA-MB,Gods River,55.001251,-97.001038
Little Grand Rapids Airport,CA,CA-MB,Little Grand Rapids,55.001251,-97.001038
Jenpeg Airport,CA,CA-MB,Jenpeg,55.001251,-97.001038
Swan River Airport,CA,CA-MB,Swan River,55.001251,-97.001038
Kashechewan Airport,CA,CA-ON,Kashechewan,50.000678,-86.000977
Thicket Portage Airport,CA,CA-MB,Thicket Portage,55.001251,-97.001038
Muskrat Dam Airport,CA,CA-ON,Muskrat Dam,50.000678,-86.000977
Pikwitonei Airport,CA,CA-MB,Pikwitonei,55.001251,-97.001038
Masset Airport,CA,CA-BC,Masset,55.001251,-125.002441
Poplar River Airport,CA,CA-MB,Poplar River,55.001251,-97.001038
Sachigo Lake Airport,CA,CA-ON,Sachigo Lake,50.000678,-86.000977
Pincher Creek Airport,CA,CA-AB,Pincher Creek,55.001251,-115.002136
Round Lake (Weagamow Lake) Airport,CA,CA-ON,Round Lake,50.000678,-86.000977
Sandy Lake Airport,CA,CA-ON,Sandy Lake,,
South Indian Lake Airport,CA,CA-MB,South Indian Lake,55.001251,-97.001038
Stewart Airport,CA,CA-BC,Stewart,55.001251,-125.002441
Shamattawa Airport,CA,CA-MB,Shamattawa,55.001251,-97.001038
Ignace Municipal Airport,CA,CA-ON,Ignace,50.000678,-86.000977
Lac Brochet Airport,CA,CA-MB,Lac Brochet,55.001251,-97.001038
Wollaston Lake Airport,CA,CA-SK,Wollaston Lake,55.5321257,-106.1412243
Blida Airport,DZ,DZ-09,,,
Bou Saada Airport,DZ,DZ-28,,35.1300205,4.20031067135843
Soummam Airport,DZ,DZ-06,BÃƒÂ©jaÃƒÂ¯a,36.55678,4.78693462640449
Houari Boumediene Airport,DZ,DZ-35,Algiers,36.7358032,3.61630457005853
Djanet Inedbirene Airport,DZ,DZ-33,Djanet,27.8528505,7.81896360473969
Boufarik Airport,DZ,DZ-09,,36.5011375,2.95065543300886
Illizi Takhamalt Airport,DZ,DZ-33,Illizi,27.8528505,7.81896360473969
Ain Arnat Airport,DZ,DZ-19,SÃƒÂ©tif,,
Aguenar Ã¢Â€Â“ Hadj Bey Akhamok Airport,DZ,DZ-11,Tamanrasset,,
Jijel Ferhat Abbas Airport,DZ,DZ-18,Jijel,36.72921875,5.96077760625364
Mecheria Airport,DZ,DZ-45,Mecheria,33.2336851,-0.815195839077595
Relizane Airport,DZ,DZ-48,Zemmora,35.8363185,0.911853736654066
Rabah Bitat Airport,DZ,DZ-36,Annaba,36.67135625,8.07013400205364
Mohamed Boudiaf International Airport,DZ,DZ-25,Constantine,36.3584165,6.6671673811535
Cheikh Larbi TÃƒÂ©bessi Airport,DZ,DZ-12,TÃƒÂ©bessi,35.124945,7.90117350422938
Batna Airport,DZ,DZ-05,Batna,35.3384291,5.73154529900057
Hassi R'Mel Airport,DZ,DZ-03,,33.7504405,2.64310936105952
Bou Chekif Airport,DZ,DZ-14,Tiaret,,
Tindouf Airport,DZ,DZ-37,Tindouf,,
Ech Cheliff Airport,DZ,DZ-02,,36.20342,1.26806960054163
Tafaraoui Airport,DZ,DZ-31,,35.62158615,-0.701614267684564
Zenata Ã¢Â€Â“ Messali El Hadj Airport,DZ,DZ-13,Tlemcen,34.667468,-1.29781322623457
Es Senia Airport,DZ,DZ-31,Oran,35.62158615,-0.701614267684564
BÃƒÂ©char Boudghene Ben Ali Lotfi Airport,DZ,DZ-08,BÃƒÂ©char,31.385726,-2.0115958479874
Ghriss Airport,DZ,DZ-29,,35.3978385,0.243019499272195
Touat Cheikh Sidi Mohamed Belkebir Airport,DZ,DZ-01,,,
Biskra Airport,DZ,DZ-07,Biskra,34.7845635,5.81243533441921
El Golea Airport,DZ,DZ-47,,32.440827,3.56182085216288
NoumÃƒÂ©rat - Moufdi Zakaria Airport,DZ,DZ-47,GhardaÃƒÂ¯a,32.440827,3.56182085216288
Oued Irara Airport,DZ,DZ-30,Hassi Messaoud,30.9980145,6.76645363944306
In Salah Airport,DZ,DZ-11,In Salah,23.939448,4.47954250136493
Touggourt Sidi Madhi Airport,DZ,DZ-30,Touggourt,30.9980145,6.76645363944306
Laghouat Airport,DZ,DZ-03,Laghouat,33.7504405,2.64310936105952
Guemar Airport,DZ,DZ-39,Guemar,,
Timimoun Airport,DZ,DZ-01,Timimoun,,
Ain el Beida Airport,DZ,DZ-30,Ouargla,30.9980145,6.76645363944306
In AmÃƒÂ©nas Airport,DZ,DZ-33,AmÃƒÂ©nas,27.8528505,7.81896360473969
Cadjehoun Airport,BJ,BJ-AQ,Cotonou,6.540829,2.223095
Baicheng Chang'an Airport,CN,CN-22,Baicheng,-8.5816738,116.1305365
Ouagadougou Airport,BF,BF-KAD,Ouagadougou,60.0250426,29.8238726
Bobo Dioulasso Airport,BF,BF-HOU,Bobo Dioulasso,29.64714905,-95.276926086346
Kotoka International Airport,GH,GH-AA,Accra,5.8101532,0.0995242
Tamale Airport,GH,GH-NP,Tamale,9.6600005,-0.3943799
Kumasi Airport,GH,GH-AH,Kumasi,6.8003319,-1.5188142
Sunyani Airport,GH,GH-BA,Sunyani,5.4690972,-0.9364905
Takoradi Airport,GH,GH-WP,Sekondi-Takoradi,5.4261241,-2.1286574
Port Bouet Airport,CI,CI-01,Abidjan,5.31456779562212,-3.99372947883408
BouakÃƒÂ© Airport,CI,CI-04,,23.45932555,120.393716224937
Daloa Airport,CI,CI-02,,53.2354111616619,39.9852201513092
Korhogo Airport,CI,CI-03,Korhogo,23.45932555,120.393716224937
Man Airport,CI,CI-06,,5.34873315,-3.98929625
San Pedro Airport,CI,CI-09,,5.3780109,-4.0021905
Yamoussoukro Airport,CI,CI-07,Yamoussoukro,23.45932555,120.393716224937
Nnamdi Azikiwe International Airport,NG,NG-FC,Abuja,15.2044206,120.7074145
Akwa Ibom International Airport,NG,NG-AK,Uyo,4.9408638,7.8412267
Akure Airport,NG,NG-ON,Akure,26.5492382,80.4874371
Asaba International Airport,NG,NG-DE,Asaba,5.5273061,6.1784167
Sir Abubakar Tafawa Balewa International Airport,NG,NG-BA,Bauchi,10.6228284,10.0287754
Benin Airport,NG,NG-ED,Benin,15.2048579,120.7073957
Margaret Ekpo International Airport,NG,NG-CR,Calabar,5.8671966,8.5204774
Akanu Ibiam International Airport,NG,NG-EN,Enegu,9.6000359,7.9999721
Gusau Airport,NG,NG-ZA,Gusau,-25.863404,28.1375965
Ibadan Airport,NG,NG-OY,Ibadan,47.64752445,10.4601995214586
Ilorin International Airport,NG,NG-KW,Ilorin,15.2044878,120.7086215
Sam Mbakwe International Airport,NG,NG-IM,Owerri,5.5859456,7.0669651
Yakubu Gowon Airport,NG,NG-PL,Jos,6.4374396,3.4556872
Kaduna Airport,NG,NG-KD,Kaduna,15.2050625,120.7085786
Mallam Aminu International Airport,NG,NG-KN,Kano,15.2048346,120.7089353
Maiduguri International Airport,NG,NG-BO,Maiduguri,12.1875392,13.3080034
Makurdi Airport,NG,NG-BE,Makurdi,7.3505747,8.7772877
Murtala Muhammed International Airport,NG,NG-LA,Lagos,9.6000359,7.9999721
Minna Airport,NG,NG-NI,Minna,5.064678,7.622587
Port Harcourt International Airport,NG,NG-RI,Port Harcourt,4.8416028,6.8604088
Sadiq Abubakar III International Airport,NG,NG-SO,Sokoto,8.1666667,49
Yola Airport,NG,NG-AD,Yola,9.5129772,12.3881887
Zaria Airport,NG,NG-KD,Zaria,15.2050625,120.7085786
Maradi Airport,NE,NE-4,Maradi,40.1898489,-96.1792655
Diori Hamani International Airport,NE,NE-8,Niamey,40.0167751,-97.7231158
Tahoua Airport,NE,NE-5,Tahoua,40.2118848,-97.7265073
Mano Dayak International Airport,NE,NE-1,Agadez,40.838576,-96.293717
Zinder Airport,NE,NE-7,Zinder,29.3709709,-81.9806122
Tabarka 7 Novembre Airport,TN,TN-32,Tabarka,36.7302498,10.4679632719183
Monastir Habib Bourguiba International Airport,TN,TN-52,Monastir,36.72794355,10.466227011339
Tunis Carthage International Airport,TN,TN-11,Tunis,35.012138,-87.201128
Sidi Ahmed Air Base,TN,TN-23,Sidi Ahmed,35.1310959,-89.9084755
Remada Air Base,TN,TN-83,Remada,36.7250625,10.4672244703508
Gafsa Ksar International Airport,TN,TN-71,Gafsa,36.7269924,10.4639512815517
GabÃƒÂ¨s Matmata International Airport,TN,TN-81,GabÃƒÂ¨s,36.72675835,10.4636643592926
Djerba Zarzis International Airport,TN,TN-82,Djerba,35.5897094,-86.3582659
El Borma Airport,TN,TN-83,El Borma,,
Sfax Thyna International Airport,TN,TN-61,Sfax,,
Tozeur Nefta International Airport,TN,TN-72,Tozeur,36.7272741,10.4645338569225
Niamtougou International Airport,TG,TG-K,Niamtougou,17.8495919,79.1151663
LomÃƒÂ©-Tokoin Airport,TG,TG-M,LomÃƒÂ©,17.8495919,79.1151663
Antwerp International Airport (Deurne),BE,BE-VAN,Antwerp,46.4001158,8.9492225
Beauvechain Air Base,BE,BE-WBR,Beauvechain,43.72222695,-85.4983960784342
Kleine Brogel Air Base,BE,BE-VLI,Kleine Brogel,-17.69913085,168.319316566502
Brussels Airport,BE,BE-BRU,Brussels,50.90105305,4.48065301364722
Brussels South Charleroi Airport,BE,BE-WHT,Brussels,28.76067145,-17.8816561479333
ChiÃƒÂ¨vres Air Base,BE,BE-WHT,ChiÃƒÂ¨vres,,
Koksijde Air Base,BE,BE-VWV,Koksijde,,
Florennes Air Base,BE,BE-WNA,Florennes,,
Wevelgem Airport,BE,BE-VWV,Wevelgem,,
LiÃƒÂ¨ge Airport,BE,BE-WLG,LiÃƒÂ¨ge,,
Ostend-Bruges International Airport,BE,BE-VWV,Ostend,,
Altenburg-Nobitz Airport,DE,DE-TH,Altenburg,,
Heringsdorf Airport,DE,DE-MV,Heringsdorf,,
"Magdeburg ""City"" Airport",DE,DE-ST,Magdeburg,,
Neubrandenburg Airport,DE,DE-MV,Neubrandenburg,53.7735234,12.5755746
Rothenburg/GÃƒÂ¶rlitz Airport,DE,DE-SN,Rothenburg/Oberlausitz,50.9295798,13.4585052
Cottbus-Drewitz Airport,DE,DE-BR,Cottbus,51.6392996,11.74607
Berlin-SchÃƒÂ¶nefeld Airport,DE,DE-BR,Berlin,51.6392996,11.74607
Dresden Airport,DE,DE-SN,Dresden,,
Erfurt Airport,DE,DE-TH,Erfurt,,
Frankfurt am Main Airport,DE,DE-HE,Frankfurt am Main,,
MÃƒÂ¼nster OsnabrÃƒÂ¼ck Airport,DE,DE-NW,MÃƒÂ¼nster,,
Hamburg Airport,DE,DE-HH,Hamburg,,
Cologne Bonn Airport,DE,DE-NW,Cologne,24.2018,107.401
DÃƒÂ¼sseldorf Airport,DE,DE-NW,DÃƒÂ¼sseldorf,24.2018,107.401
Munich Airport,DE,DE-BY,Munich,48.9467562,11.4038717
Nuremberg Airport,DE,DE-BY,Nuremberg,48.9467562,11.4038717
Leipzig/Halle Airport,DE,DE-SN,Leipzig,50.9295798,13.4585052
SaarbrÃƒÂ¼cken Airport,DE,DE-SL,SaarbrÃƒÂ¼cken,49.4173988,6.9805789
Stuttgart Airport,DE,DE-BW,Stuttgart,48.6296972,9.1949534
Berlin-Tegel Airport,DE,DE-BE,Berlin,52.5170365,13.3888599
Hannover Airport,DE,DE-NI,Hannover,51.4423952,5.3396235
Bremen Airport,DE,DE-HB,Bremen,53.144869,8.6932343
Frankfurt-Egelsbach Airport,DE,DE-HE,Frankfurt am Main,34.5542744,136.553493
Frankfurt-Hahn Airport,DE,DE-RP,Frankfurt am Main,,
Mannheim-City Airport,DE,DE-BW,Mannheim,48.6296972,9.1949534
Mainz-Finthen Airport,DE,DE-RP,Mainz,50.8069355,8.7721066
Eisenach-Kindel Airport,DE,DE-TH,Eisenach,,
Siegerland Airport,DE,DE-NW,,24.2018,107.401
Hamburg-Finkenwerder Airport,DE,DE-HH,Hamburg,,
Kiel-Holtenau Airport,DE,DE-SH,Kiel,,
LÃƒÂ¼beck Blankensee Airport,DE,DE-SH,LÃƒÂ¼beck,,
Memmingen Allgau Airport,DE,DE-BY,Memmingen,,
MÃƒÂ¶nchengladbach Airport,DE,DE-NW,MÃƒÂ¶nchengladbach,,
Paderborn Lippstadt Airport,DE,DE-NW,Paderborn,,
Weeze Airport,DE,DE-NW,Weeze,,
Dortmund Airport,DE,DE-NW,Dortmund,,
Augsburg Airport,DE,DE-BY,Augsburg,,
Oberpfaffenhofen Airport,DE,DE-BY,,,
Friedrichshafen Airport,DE,DE-BW,Friedrichshafen,,
Schwerin Parchim Airport,DE,DE-MV,,,
Airport Bamberg-Breitenau,DE,DE-BY,Bamberg,,
Bayreuth Airport,DE,DE-BY,Bayreuth,,
Hof-Plauen Airport,DE,DE-BY,Hof,,
Karlsruhe Baden-Baden Airport,DE,DE-BW,Baden-Baden,,
Donaueschingen-Villingen Airport,DE,DE-BW,Donaueschingen,,
Lahr Airport,DE,DE-BW,,,
Adolf WÃƒÂ¼rth Airport,DE,DE-BW,SchwÃƒÂ¤bisch Hall,48.6296972,9.1949534
Zerbst Airport,DE,DE-ST,Zerbst/Anhalt,54.5243393,9.0267213
Braunschweig-Wolfsburg Airport,DE,DE-NI,Braunschweig,51.4423952,5.3396235
Kassel-Calden Airport,DE,DE-HE,Kassel,34.5542744,136.553493
Westerland Sylt Airport,DE,DE-SH,Westerland,54.1853998,9.8220089
ÃƒÂ„mari Air Base,EE,EE-37,Keila,58.6539647,25.9743389
KÃƒÂ¤rdla Airport,EE,EE-39,KÃƒÂ¤rdla,58.5410202,26.6217123
Kuressaare Airport,EE,EE-74,Kuressaare,-29.70567985,-53.876930498054
PÃƒÂ¤rnu Airport,EE,EE-67,PÃƒÂ¤rnu,57.7666868,26.0795243
Lennart Meri Tallinn Airport,EE,EE-37,Tallinn,58.6539647,25.9743389
Tartu Airport,EE,EE-7B,Tartu,-29.70567985,-53.876930498054
Enontekio Airport,FI,FI-LL,Enontekio,61.476959,23.4996813
Halli Airport,FI,FI-LS,Halli / Kuorevesi,67.8597598,23.7167661221429
Helsinki Malmi Airport,FI,FI-ES,Helsinki,59.5347796,-1.62849782604845
Helsinki Vantaa Airport,FI,FI-ES,Helsinki,59.5347796,-1.62849782604845
Kitee Airport,FI,FI-IS,,65.70071795,24.6301135479044
Ivalo Airport,FI,FI-LL,Ivalo,61.476959,23.4996813
Joensuu Airport,FI,FI-IS,Joensuu / Liperi,65.70071795,24.6301135479044
Jyvaskyla Airport,FI,FI-LS,JyvÃƒÂ¤skylÃƒÂ¤n Maalaiskunta,67.8597598,23.7167661221429
Kauhava Airport,FI,FI-LS,Kauhava,67.8597598,23.7167661221429
Kemi-Tornio Airport,FI,FI-LL,Kemi / Tornio,61.476959,23.4996813
Kajaani Airport,FI,FI-OL,Kajaani,59.5347796,-1.62849782604845
Kauhajoki Airport,FI,FI-LS,,67.8597598,23.7167661221429
Kokkola-Pietarsaari Airport,FI,FI-LS,Kokkola / Kruunupyy,67.8597598,23.7167661221429
Kuusamo Airport,FI,FI-OL,Kuusamo,59.5347796,-1.62849782604845
KittilÃƒÂ¤ Airport,FI,FI-LL,KittilÃƒÂ¤,61.476959,23.4996813
Kuopio Airport,FI,FI-IS,Kuopio / SiilinjÃƒÂ¤rvi,65.70071795,24.6301135479044
Lappeenranta Airport,FI,FI-ES,Lappeenranta,,
Mariehamn Airport,FI,FI-AL,,49.8161287,4.9873961
Mikkeli Airport,FI,FI-IS,Mikkeli,65.70071795,24.6301135479044
Oulu Airport,FI,FI-OL,Oulu / Oulunsalo,59.5347796,-1.62849782604845
Pori Airport,FI,FI-LS,Pori,67.8597598,23.7167661221429
Rovaniemi Airport,FI,FI-LL,Rovaniemi,61.476959,23.4996813
Savonlinna Airport,FI,FI-IS,Savonlinna,65.70071795,24.6301135479044
SeinÃƒÂ¤joki Airport,FI,FI-LS,SeinÃƒÂ¤joki / Ilmajoki,67.8597598,23.7167661221429
Sodankyla Airport,FI,FI-LL,Sodankyla,61.476959,23.4996813
Tampere-Pirkkala Airport,FI,FI-LS,Tampere / Pirkkala,67.8597598,23.7167661221429
Turku Airport,FI,FI-LS,Turku,67.8597598,23.7167661221429
Utti Air Base,FI,FI-ES,Utti / Valkeala,59.5347796,-1.62849782604845
Vaasa Airport,FI,FI-LS,Vaasa,67.8597598,23.7167661221429
Varkaus Airport,FI,FI-IS,Varkaus / Joroinen,65.70071795,24.6301135479044
Ylivieska Airfield,FI,FI-OL,,59.5347796,-1.62849782604845
Bilbeis 2 Airfield,EG,EG-SHR,Bilbeis,30.0894106,31.3137353
Belfast International Airport,GB,GB-NIR,Belfast,52.7702943,-1.1980029
St Angelo Airport,GB,GB-NIR,Enniskillen,52.7702943,-1.1980029
George Best Belfast City Airport,GB,GB-NIR,Belfast,52.7702943,-1.1980029
City of Derry Airport,GB,GB-NIR,Derry,52.7702943,-1.1980029
Birmingham International Airport,GB,GB-ENG,Birmingham,52.19796075,0.120324959245504
Coventry Airport,GB,GB-ENG,Coventry,52.19796075,0.120324959245504
Gloucestershire Airport,GB,GB-ENG,Staverton,52.19796075,0.120324959245504
Nottingham Airport,GB,GB-ENG,Nottingham,52.19796075,0.120324959245504
Manchester Airport,GB,GB-ENG,Manchester,,
Robin Hood Doncaster Sheffield Airport,GB,GB-ENG,Doncaster,52.19796075,0.120324959245504
Royal Marines Base Chivenor Airport,GB,GB-ENG,Chivenor,52.19796075,0.120324959245504
MoD Boscombe Down Airport,GB,GB-ENG,Amesbury,52.19796075,0.120324959245504
RNAS Culdrose,GB,GB-ENG,Helston,52.19796075,0.120324959245504
St. Athan Airport,GB,GB-WLS,St. Athan,,
RNAS Yeovilton,GB,GB-ENG,Yeovil,52.19796075,0.120324959245504
Campbeltown Airport,GB,GB-SCT,Campbeltown,51.5133355,-0.0569895
Eday Airport,GB,GB-SCT,Eday,51.5133355,-0.0569895
Fair Isle Airport,GB,GB-SCT,Fair Isle,51.5133355,-0.0569895
Haverfordwest Airport,GB,GB-WLS,Haverfordwest,,
Cardiff International Airport,GB,GB-WLS,Cardiff,,
Swansea Airport,GB,GB-WLS,Swansea,,
Bristol Airport,GB,GB-ENG,Bristol,,
Liverpool John Lennon Airport,GB,GB-ENG,Liverpool,,
London Luton Airport,GB,GB-ENG,London,,
Land's End Airport,GB,GB-ENG,Land's End,,
St. Mary's Airport,GB,GB-ENG,St. Mary's,,
Bournemouth Airport,GB,GB-ENG,Bournemouth,52.19796075,0.120324959245504
Southampton Airport,GB,GB-ENG,Southampton,,
Lasham Airport,GB,GB-ENG,Lasham,,
Newquay Cornwall Airport,GB,GB-ENG,Newquay,,
Alderney Airport,GG,GG-U-A,Saint Anne,,
Guernsey Airport,GG,GG-U-A,Saint Peter Port,,
Jersey Airport,JE,JE-U-A,Saint Helier,-29.31045615,27.53751945
Shoreham Airport,GB,GB-ENG,Brighton,52.19796075,0.120324959245504
London Biggin Hill Airport,GB,GB-ENG,London,52.19796075,0.120324959245504
London Gatwick Airport,GB,GB-ENG,London,52.19796075,0.120324959245504
London City Airport,GB,GB-ENG,London,52.19796075,0.120324959245504
Farnborough Airport,GB,GB-ENG,Farnborough,52.19796075,0.120324959245504
