airport,latitude,longitude,municipality,country,country_code,city,state,postal_code,calling_code,timezone
Seacoast Medical Center Heliport,33.865001678466804,-78.66190338134766,Little River,United States,US-SC,,South Carolina,29566,1,America/New_York
Gay Hill Farm Airport,30.262699,-96.500198,Gay Hill,United States,US-TX,,Texas,77835,1,America/New_York
Barronena Ranch Airport,27.491100311279297,-98.66950225830078,Hebbronville,United States,US-TX,,Texas,78384,1,America/New_York
Eagles Landing Heliport,35.92250061035156,-83.57939910888672,Sevierville,United States,US-TN,,Tennessee,37876,1,America/New_York
Shannon Medical Center Heliport,31.45989990234375,-100.43800354003906,San Angelo,United States,US-TX,San Angelo,Texas,76903,1,America/New_York
M D K Field,29.581600189208984,-95.30719757080078,Pearland,United States,US-TX,Pearland,Texas,77581,1,America/New_York
A Z Minerals Corporation Airport,37.12080001831055,-109.98600006103516,Mexican Hat,United States,US-UT,,Utah,,1,America/New_York
Whipoorwill Springs Airport,38.66460037231445,-77.57969665527344,Nokesville,United States,US-VA,,Virginia,20119,1,America/New_York
Spangle Field,47.40819931030274,-117.37200164794922,Spangle,United States,US-WA,,Washington,99031,1,America/New_York
Zink Airport,44.028873,-88.883945,Berlin,United States,US-WI,,Wisconsin,54923,1,America/New_York
Aerostone Ranch Airport,45.875,-120.66999816894531,Goldendale,United States,US-WA,,Washington,,1,America/New_York
Creekside Airport,31.318099975585927,-100.75399780273438,Mertzon,United States,US-TX,,Texas,76941,1,America/New_York
Flying W Ranch Airport,60.535833,-150.81138700000002,Soldotna,United States,US-AK,,Alaska,99672,1,America/New_York
Anniston AHP (Anniston Army Depot),33.62639999,-85.96720123,Anniston,United States,US-AL,,Alabama,36260,1,America/New_York
Saline Memorial Hospital Heliport,34.574319,-92.586047,Benton,United States,US-AR,,Arkansas,72015,1,America/New_York
(Old) Chinle Airport,36.147197,-109.560771,Chinle,United States,US-AZ,,Arizona,86503,1,America/New_York
Gray Butte Field,34.5639,-117.675003,Palmdale,United States,US-CA,,California,93599,1,America/New_York
Hunt's Sky Ranch Airport,33.08169937133789,-116.44100189208984,Julian,United States,US-CA,,California,,1,America/New_York
Shingle Mill Heliport,41.75510025024414,-73.05239868164062,Harwinton,United States,US-CT,,Connecticut,06791,1,America/New_York
De Leon Municipal Airport,32.098801,-98.525325,De Leon,United States,US-TX,,Texas,76444,1,America/New_York
Richards Field,25.55870056152344,-80.51509857177734,Homestead,United States,US-FL,Homestead,Florida,33031,1,America/New_York
Tampa General Hospital Brandon Healthplex Heliport,27.929372,-82.33698100000002,Brandon,United States,US-FL,Brandon,Florida,33619,1,America/New_York
Cross Creek Farms Airport,29.23940086364746,-81.22200012207031,Ormond,United States,US-FL,,Florida,32174,1,America/New_York
Columbus Southwest Airport,39.91120147705078,-83.18879699707031,Columbus,United States,US-OH,,Ohio,43119,1,America/New_York
Middlekoop Airport,41.08829879760742,-92.05460357666016,Packwood,United States,US-IA,,Iowa,52580,1,America/New_York
Lanham Field,43.87770080566406,-116.53700256347656,Emmett,United States,US-ID,,Idaho,83617,1,America/New_York
Turkey Run Airport,41.13059997558594,-84.99410247802734,New Haven,United States,US-IN,,Indiana,46774,1,America/New_York
Schertz Aerial Service - Hudson Airport,40.6375007629,-89.0070037842,Hudson,United States,US-IL,,Illinois,61748,1,America/New_York
Lake Gage Seaplane Base,41.701389,-85.113056,Angola,United States,US-IN,,Indiana,46703,1,America/New_York
Van Gorder Airport,40.1786003112793,-88.56900024414062,Mansfield,United States,US-IL,,Illinois,61854,1,America/New_York
Robinson Industries Heliport,38.97890090942383,-95.2197036743164,Lawrence,United States,US-KS,Lawrence,Kansas,66044,1,America/New_York
Natchez Trace Farm Airport,37.135101318359375,-85.78939819335938,Hiseville,United States,US-KY,,Kentucky,42749,1,America/New_York
St James Heliport,30.051111,-90.702222,Lutcher,United States,US-LA,,Louisiana,42003,1,America/New_York
Brunner Airport,42.13610076904297,-88.28759765625,West Dundee,United States,US-IL,,Illinois,60110,1,America/New_York
La National Guard Heliport,30.44610023498535,-91.10530090332031,Baton Rouge,United States,US-LA,Baton Rouge,Louisiana,70806,1,America/New_York
Goddard Field (Airport),42.8097991943,-71.13919830319999,Haverhill,United States,US-MA,,Massachusetts,03811-9998,1,America/New_York
Chesapeake City Heliport,39.51810073852539,-75.82140350341797,Chesapeake City,United States,US-MD,,Maryland,21915,1,America/New_York
Beech Hill Airport,44.66669845581055,-69.89389801025389,Mercer,United States,US-ME,,Maine,,1,America/New_York
Rapids Airway Airport,42.53450012207031,-84.62830352783203,Eaton Rapids,United States,US-MI,,Michigan,48827,1,America/New_York
Helblad Airport,47.985801696777344,-94.68689727783205,Kelliher,United States,US-MN,,Minnesota,56650,1,America/New_York
Airpark Private Airport,39.30120086669922,-91.45149993896484,Vandalia,United States,US-MO,,Missouri,63382,1,America/New_York
Nick's Flying Service Inc Airport,32.9396018982,-90.8373031616,Rolling Fork,United States,US-MS,,Mississippi,38721,1,America/New_York
Pluhar Airport,47.137497777799986,-106.488095,Cohagen,United States,US-MT,,Montana,59322,1,America/New_York
Western Wake Medical Center Heliport,35.739200591999996,-78.7822036743,Cary,United States,US-NC,Cary,North Carolina,27512,1,America/New_York
Mc Connell Field Airport,41.159999847399995,-101.29900360100001,Sarben,United States,US-NE,,Nebraska,69155,1,America/New_York
Emmanuel Airport,39.5968017578,-75.2334976196,Elmer,United States,US-NJ,,New Jersey,,1,America/New_York
Kingston Ranch Airport,35.7555007935,-115.665000916,Sandy Valley,United States,US-NV,,California,92309,1,America/New_York
Klaverack Airport,42.262298584,-73.6961975098,Hudson,United States,US-NY,,New York,12513,1,America/New_York
Teufel Heliport,45.530833,-123.085556,Forest Grove,United States,US-OR,,Oregon,97116,1,America/New_York
Bossow Airport,41.2477,-81.100701,Garrettsville,United States,US-OH,,Ohio,44231,1,America/New_York
Stillwater Medical Center Heliport,36.1152992249,-97.07949829100001,Stillwater,United States,US-OK,Stillwater,Oklahoma,74074,1,America/New_York
Collins Landing Strip,44.7499008179,-120.20099639899999,Mitchell,United States,US-OR,,Oregon,,1,America/New_York
S & C Distribution Center Heliport,39.87929916379999,-75.2287979126,Philadelphia,United States,US-PA,Philadelphia,Pennsylvania,7500,1,America/New_York
Strawbridge & Clothier Exton Heliport,40.0306619,-75.63020999999998,Exton,United States,US-PA,West Whiteland Township,Pennsylvania,19341,1,America/New_York
Emergency Helipad,34.840599060100004,-82.60690307620001,Easley,United States,US-SC,,South Carolina,29640,1,America/New_York
Cheyenne River Health Center Heliport,44.993124,-101.243011,Eagle Butte,United States,US-SD,Eagle Butte,South Dakota,57625,1,America/New_York
Capitol National Bank Building Heliport,30.270262,-97.745275,Austin,United States,US-TX,Austin,Texas,78701,1,America/New_York
Veterans Affairs Medical Center Heliport,29.700199127199998,-95.38739776610001,Houston,United States,US-TX,Houston,Texas,77030,1,America/New_York
Hensley Airpark,36.1833000183,-82.67890167239999,Chuckey,United States,US-TN,,Tennessee,37641,1,America/New_York
Hummingbird Heliport,30.553499221800003,-97.6061019897,Hutto,United States,US-TX,Round Rock,Texas,78665,1,America/New_York
Pocock Airport,31.7322006226,-97.36889648440001,China Spring,United States,US-TX,,Texas,76688,1,America/New_York
Navajo Mountain Airport,37.0083007812,-110.794998169,Navajo Mountain Trdng Post,United States,US-UT,,Utah,,1,America/New_York
Saguache Municipal Airport,38.0990833,-106.1743889,Saguache,United States,US-CO,,Colorado,81149,1,America/New_York
Russell County Medical Center Heliport,36.898,-82.07799999999997,Lebanon,United States,US-VA,,Virginia,24266,1,America/New_York
Manquin Flight Park Ultralightport,37.7144012451,-77.21179962160002,Manquin,United States,US-VA,,Virginia,23106,1,America/New_York
Lightning Bolt Field Airport,44.4011001587,-72.26360321039998,Cabot,United States,US-VT,,Vermont,05647,1,America/New_York
Field of Dreams Airport,46.022800445600005,-92.89540100100001,Hinckley,United States,US-MN,Hinckley,Minnesota,55037,1,America/New_York
Ox Meadows Airport,47.5817985535,-117.43699646,Spokane,United States,US-WA,,Washington,99204,1,America/New_York
Dutch Gap Airstrip,42.523399353,-88.01670074459999,Bristol,United States,US-WI,,Wisconsin,53104,1,America/New_York
Stillwater Creek Airport,46.963889,-119.641667,Royal City,United States,US-WA,,Washington,,1,America/New_York
West Virginia Univ. Hosp. Inc. Gnd. Pad #2 Heliport,39.6536111111,-79.9561111111,Morgantown,United States,US-WV,,West Virginia,26506,1,America/New_York
Pecan Field,33.283933000000005,-98.402861,Jermyn,United States,US-TX,,Texas,76459,1,America/New_York
Schmidts Heliport,32.5821,-97.142502,Mansfield,United States,US-TX,,Texas,76063,1,America/New_York
Wasilla Creek Airpark,61.66830063,-149.18800349999995,Palmer,United States,US-AK,,Alaska,,1,America/New_York
Allen Stagefield Army Heliport,31.2311992645,-85.64969635010002,Fort Rucker/Wicksburg,United States,US-AL,,Alabama,36352,1,America/New_York
Ozark Skies Airpark,36.000633,-93.57025,Kingston,United States,US-AR,,Arkansas,,1,America/New_York
Yuma Regional Medical Center Heliport,32.683452,-114.634346,Yuma,United States,US-AZ,Yuma,Arizona,85364,1,America/New_York
Van Buren Seaplane Base,47.158901,-67.931999,Van Buren,United States,US-ME,,New Brunswick,E7E 2C3,1,America/New_York
Lost Hills Sheriff's Station Heliport,34.137798309299995,-118.71399688700001,Calabasas,United States,US-CA,,California,91301,1,America/New_York
Pope Valley Airport,38.6106987,-122.39099884,Pope Valley,United States,US-CA,,California,94567,1,America/New_York
Rancho De Aereo Airport,40.2149839,-104.9844228,Mead,United States,US-CO,,Colorado,80542,1,America/New_York
O And G Heliport,41.773700714099995,-73.1162033081,Torrington,United States,US-CT,,Connecticut,06790,1,America/New_York
Melanie's Airport,30.91889953613281,-86.21829986572266,Florala,United States,US-FL,,Florida,32538,1,America/New_York
Aventura Heliport,25.960899353027344,-80.13919830322266,North Miami Beach,United States,US-FL,,Florida,33180,1,America/New_York
Charlton Strip,26.52309989929199,-81.4083023071289,La Belle,United States,US-FL,,Florida,33930,1,America/New_York
Raju Airport,32.071399688720696,-84.71440124511719,Richland,United States,US-GA,,Georgia,31825,1,America/New_York
Spotts Field,43.13750076293945,-93.06829833984376,Nora Springs,United States,US-IA,,Iowa,50458,1,America/New_York
Running Creek Ranch Airport,45.914101,-114.835999,Grangeville,United States,US-ID,,Idaho,,1,America/New_York
Reichhart Airport,41.02870178222656,-84.99720001220703,New Haven,United States,US-IN,,Indiana,46816,1,America/New_York
Classic Landings Airport,41.156700134277344,-88.0167007446289,Bonfield,United States,US-IL,,Illinois,60913,1,America/New_York
Cooper Airport,39.641998291015625,-86.50420379638672,Belleville,United States,US-IN,,Indiana,46118,1,America/New_York
Hardy Airport,39.72589874267578,-89.26399993896484,Mount Auburn,United States,US-IL,,Illinois,62513,1,America/New_York
Darbro Field,37.26620101928711,-95.95919799804688,Elk City,United States,US-KS,,Kansas,67344,1,America/New_York
Cartersville Airport,37.53689957,-84.40720367,Berea,United States,US-KY,,Kentucky,,1,America/New_York
Greg's Flying Service Airport,32.26530075073242,-91.6977996826172,Baskin,United States,US-LA,,Louisiana,71295,1,America/New_York
Midwest Heliport,41.7489013671875,-87.93509674072266,Willowbrook,United States,US-IL,,Illinois,60527,1,America/New_York
Grass Roots Airport,31.252199172973643,-92.47579956054688,Alexandria,United States,US-LA,Alexandria,Louisiana,71301,1,America/New_York
Pauls Valley General Hospital Heliport,34.71979,-97.214237,Pauls Valley,United States,US-OK,,Oklahoma,73075,1,America/New_York
Bentley Heliport,42.691200256347656,-70.91230010986328,Ipswich,United States,US-MA,,Massachusetts,01969,1,America/New_York
Breezecroft Airport,39.250099182128906,-76.2052001953125,Chestertown,United States,US-MD,,Maryland,,1,America/New_York
Drisko Airport,44.65700149536133,-67.55919647216797,Jonesboro,United States,US-ME,,Maine,04648,1,America/New_York
Northern Pines Medical Center Heliport,47.5175001,-92.2302778,Aurora,United States,US-MN,Aurora,Minnesota,55705,1,America/New_York
Portageville Community Heliport,36.4297981262207,-89.68009948730469,Portageville,United States,US-MO,,Missouri,63873,1,America/New_York
Va Medical Center Jackson Heliport,32.31890106201172,-90.16809844970705,Jackson,United States,US-MS,Jackson,Mississippi,39202,1,America/New_York
Jones Landing,45.815368,-111.152163,Belgrade,United States,US-MT,,Montana,59714,1,America/New_York
Brunswick Community Hospital Heliport,34.008099,-78.2911,Supply,United States,US-NC,,North Carolina,28451:28462,1,America/New_York
Mc Kay Airport,41.7221984863,-98.30899810790001,Spalding,United States,US-NE,,Nebraska,,1,America/New_York
Stumpfield Heliport,42.92390060424805,-70.95140075683594,Kensington,United States,US-NH,,New Hampshire,03833,1,America/New_York
Paulus Hook Pier Heliport,40.7140007019043,-74.03150177001953,Jersey City,United States,US-NJ,Jersey City,New Jersey,07302-4522,1,America/New_York
Baker Ranches Airport,39.0311,-114.088219,Baker,United States,US-NV,,Nevada,89311,1,America/New_York
Oswego County At Pulaski Heliport,43.55199813842773,-76.09020233154297,Pulaski,United States,US-NY,,New York,13142,1,America/New_York
Dorlon Airpark,41.28839874267578,-81.96260070800781,Columbia Station,United States,US-OH,,Ohio,44028,1,America/New_York
Hawk Haven Airport,35.8534,-97.567497,Crescent,United States,US-OK,Cedar Valley,Oklahoma,73044,1,America/New_York
Peacock Ranch Airport,45.44150161743164,-117.35099792480469,Enterprise,United States,US-OR,,Oregon,97828,1,America/New_York
PECO Mob. Heliport,39.9548,-75.178201,Philadelphia,United States,US-PA,Philadelphia,Pennsylvania,19103,1,America/New_York
State Police Area Iii Heliport,40.30009841918945,-76.85800170898438,Harrisburg,United States,US-PA,,Pennsylvania,17110,1,America/New_York
Mills Brothers Airport,40.142799377441406,-77.86190032958984,Burnt Cabins,United States,US-PA,Dublin Township,Pennsylvania,17255,1,America/New_York
Vernonia Airfield,45.85150146484375,-123.24199676513672,Vernonia,United States,US-OR,,Oregon,97064,1,America/New_York
Brandes Air Field,29.80909919738769,-96.26509857177734,Sealy,United States,US-TX,,Texas,78933,1,America/New_York
Hilde-Griff Field,30.72209930419922,-97.79139709472656,Georgetown,United States,US-TX,,Texas,78628,1,America/New_York
Thurmond Glenn Field,35.556998,-89.552903,Covington,United States,US-TN,,Tennessee,38012,1,America/New_York
Dew Drop Airport,33.12929916381836,-97.3585968017578,Justin,United States,US-TX,,Texas,,1,America/New_York
Circle 'A' Ranch Airport,32.129199981689446,-97.4041976928711,Blum,United States,US-TX,,Texas,,1,America/New_York
Oljato Airport,37.03329849243164,-110.31700134277344,Oljato,United States,US-UT,,Utah,,1,America/New_York
Blanca Airport,37.41109848022461,-105.552001953125,Blanca,United States,US-CO,,Colorado,81123,1,America/New_York
Providence Airport,37.22420120239258,-78.4186019897461,Farmville,United States,US-VA,,Virginia,23943,1,America/New_York
Port of Highgate Springs Heliport,45.01330184936523,-73.08670043945312,Highgate Springs,United States,US-VT,Highgate,Vermont,05488,1,America/New_York
Sacred Heart Medical Center Helistop,47.64820098876953,-117.41400146484376,Spokane,United States,US-WA,Spokane,Washington,99204,1,America/New_York
Ames Private Airport,42.651100158691406,-88.74590301513672,Darien,United States,US-WI,,Wisconsin,,1,America/New_York
Flat Creek Field,48.702222,-118.0475,Kettle Falls,United States,US-WA,,Washington,99157,1,America/New_York
Johnson Memorial Airport,33.079299926757805,-91.54319763183594,Wilmot,United States,US-AR,,Arkansas,,1,America/New_York
Henning Municipal Airport,46.30379867553711,-95.4394989013672,Henning,United States,US-MN,Henning,Minnesota,56551,1,America/New_York
June Lake Airpark,61.627619,-149.575331,Wasilla,United States,US-AK,,Alaska,79654,1,America/New_York
